,MT_FC,MT_p,MG_FC,MG_p,Comparison
K02063,0.10614354,0.929634834,-1.725034638,0.109714653,I_III
K02064,-0.877616781,0.133609906,-1.69017859,0.095534116,I_III
K02065,-1.994868207,0.005898251,-2.810315417,0.005652326,I_III
K02066,-1.858447161,0.016052173,-3.048077491,0.003358904,I_III
K02067,-2.125936213,0.005942782,-3.212513757,0.001657269,I_III
K02068,3.893108895,4.15E-06,5.500743429,1.18E-11,I_III
K02069,3.473995337,3.33E-05,5.781224213,6.94E-16,I_III
K02071,-1.691597086,0.000141602,-0.238710936,0.171633602,I_III
K02072,0.003017571,0.99788857,0.054726289,0.810896982,I_III
K02073,0.060517598,0.96410999,0.98382833,6.09E-10,I_III
K02074,1.119431393,0.05598724,0.241186815,0.436450715,I_III
K02075,-0.362644256,0.75039606,0.025273905,0.920026937,I_III
K02076,-0.543905779,0.433434242,-1.504356566,0.062670847,I_III
K02077,1.035550947,0.024145999,1.578155127,3.67E-06,I_III
K02078,-1.598863656,0.002370607,0.434750825,0.320154528,I_III
K02079,,,-0.30588136,0.699217249,I_III
K02080,,,-0.33275729,0.673803521,I_III
K02081,-2.24237949,0.010354449,-3.093841876,0.001559681,I_III
K02082,-1.884130117,0.018726736,-2.969883001,0.001046462,I_III
K02083,-1.906920392,0.02865954,-4.348988864,0.000546088,I_III
K02086,1.040517359,0.168594162,1.522574579,0.001877698,I_III
K02099,3.434638263,2.52E-06,6.034651292,1.85E-15,I_III
K02100,-0.256976246,0.74619168,-0.190115695,0.831115844,I_III
K02103,0.513368683,0.421472879,0.393727844,0.70044898,I_III
K02106,-0.353303565,0.675975732,-1.259498823,0.19254761,I_III
K02108,0.388089112,0.184595623,-0.131943177,0.473105887,I_III
K02109,-1.08090692,3.39E-05,-0.395557853,0.04149554,I_III
K02110,-0.230618833,0.676392394,-0.048149873,0.85618908,I_III
K02111,0.244958131,0.341043798,0.006004797,0.970058777,I_III
K02112,-0.53762158,0.02739571,-0.379341219,0.006114816,I_III
K02113,0.103587573,0.774002874,-0.505031086,0.000709732,I_III
K02114,1.189423141,2.41E-05,-0.188223414,0.272941073,I_III
K02115,0.212538659,0.536844785,-0.026430948,0.871715146,I_III
K02116,-0.357166053,0.674500909,-1.23131771,0.11131014,I_III
K02117,-1.82431527,0.020725777,-3.039746811,0.004049439,I_III
K02118,-2.032956256,0.006791836,-3.136690794,0.001683039,I_III
K02119,-2.502505079,0.002480323,-3.341489305,0.000640425,I_III
K02120,-1.144084487,0.265132916,-3.130085121,0.001230999,I_III
K02121,-1.075778988,0.217593725,-3.04927141,0.001118151,I_III
K02122,-1.247202989,0.138762198,-2.853770783,0.001445403,I_III
K02123,-1.851254472,0.024839144,-3.013519272,0.003693501,I_III
K02124,-1.773866392,0.091941683,-3.014484309,0.001687344,I_III
K02126,,,-0.861308992,0.239254335,I_III
K02128,0.108722527,0.917585621,,,I_III
K02133,0.027942094,0.983634211,,,I_III
K02154,,,-0.477288503,0.550957262,I_III
K02160,-0.138501196,0.949975345,3.486143439,0.000426078,I_III
K02167,,,-0.311977794,0.68570812,I_III
K02168,-1.15910946,0.123975011,-1.433942217,0.216474246,I_III
K02169,-0.2946631,0.674500909,-0.923891744,0.383890878,I_III
K02170,,,-0.366074334,0.654717032,I_III
K02171,,,-0.951258312,0.225445704,I_III
K02172,,,-1.349039726,0.119245202,I_III
K02173,,,-0.8937123,0.232894856,I_III
K02182,-0.351282482,0.632892591,-2.604294352,0.004081485,I_III
K02188,-0.651394817,0.391469083,-2.396124424,0.01464523,I_III
K02189,-0.680166986,0.47846059,-2.252694278,0.020143526,I_III
K02190,-2.463243344,0.009616188,-2.788369864,0.010385149,I_III
K02191,-0.867450679,0.21822062,-1.729540615,0.030623145,I_III
K02193,,,-0.523790874,0.495116431,I_III
K02194,-0.182114592,0.824214016,-1.995404219,0.011552983,I_III
K02195,-0.724162926,0.194311605,-2.329657476,0.003093923,I_III
K02197,-0.456174297,0.485428453,-1.154595885,0.113872998,I_III
K02198,-1.144015262,0.153010045,-2.55642003,0.018431813,I_III
K02199,-0.6302839,0.514605607,-0.45957207,0.588037055,I_III
K02200,-0.253561598,0.75039606,-0.43894183,0.610071646,I_III
K02203,0.174441314,0.839766919,-0.684395551,0.381806413,I_III
K02205,0.04585146,0.968303379,-0.333336726,0.666149022,I_III
K02217,-1.576797397,0.046735653,-2.631576023,0.002000086,I_III
K02221,3.85772188,6.78E-08,3.185434657,5.22E-11,I_III
K02224,-2.012681416,0.016014126,-2.248727824,0.046392447,I_III
K02226,0.228518972,0.808128336,-0.409887599,0.696944775,I_III
K02227,-1.295762201,0.069471,-1.975541051,0.064850546,I_III
K02228,-0.706645112,0.428066938,-0.907135864,0.379125667,I_III
K02229,0.188545725,0.832937361,-1.128334336,0.224069788,I_III
K02230,-1.039006591,0.338986385,-3.618535095,0.000936421,I_III
K02231,-0.481654517,0.532811752,-2.368790553,0.008422985,I_III
K02232,-0.9711359,0.314320374,-2.979299327,0.005205277,I_III
K02233,-1.414088235,0.09252628,-2.114607099,0.02472043,I_III
K02234,-0.694828944,0.402754328,-3.116132484,0.000452459,I_III
K02236,2.709410616,0.000171514,5.736493111,2.44E-14,I_III
K02237,-1.443091136,0.045181384,0.145383286,0.56309402,I_III
K02238,0.305672114,0.663113496,0.48149468,0.01296488,I_III
K02240,-0.299099453,0.814718665,0.844946149,0.013347376,I_III
K02242,-1.28918146,0.129416481,0.598149695,0.042379867,I_III
K02243,0.334687698,0.820646311,1.256917372,0.000789543,I_III
K02244,1.036566671,0.261776369,1.697898416,4.09E-05,I_III
K02245,-0.256499994,0.815151298,1.608537966,0.002158548,I_III
K02246,1.80518041,0.015230554,2.413132646,0.00011472,I_III
K02248,-0.195919658,0.901924826,1.348889856,0.007063685,I_III
K02250,,,-1.073703221,0.214237744,I_III
K02255,,,-0.330915176,0.664066244,I_III
K02256,,,-0.547696093,0.482907286,I_III
K02259,-0.355003505,0.782518202,-1.284451529,0.243928531,I_III
K02261,,,-0.484967306,0.544221165,I_III
K02262,,,-0.516614513,0.506947234,I_III
K02266,,,-1.048502203,0.18945032,I_III
K02274,-0.536899077,0.695849093,-1.378570432,0.271880361,I_III
K02275,-0.687651945,0.557746868,-0.86448078,0.467135309,I_III
K02276,-0.272241816,0.859766517,-0.653131144,0.569554167,I_III
K02279,-0.220284195,0.760368357,-2.737677138,0.000529888,I_III
K02280,-0.241036751,0.764839813,,,I_III
K02282,-0.240400501,0.761398858,-2.956989711,0.004118753,I_III
K02283,-1.487262678,0.087978492,-3.366070948,0.000247361,I_III
K02291,0.002620389,0.99788857,-0.622683975,0.545207063,I_III
K02297,-0.013523057,0.994328318,-0.253910512,0.748027371,I_III
K02298,-0.387920346,0.65811585,-0.069591465,0.931020236,I_III
K02299,-0.455144301,0.570995507,-0.432668655,0.615712236,I_III
K02301,-0.663547412,0.481913037,-1.007189118,0.389261522,I_III
K02302,-0.615050394,0.484906427,-0.789766754,0.473134943,I_III
K02303,-0.750706246,0.506719906,-2.153227761,0.02707798,I_III
K02304,-0.89400444,0.114755213,-3.191194051,6.01E-05,I_III
K02312,0.421296677,0.717572851,-0.859007471,0.479493215,I_III
K02313,-0.709686474,0.01948093,-0.010373648,0.953444775,I_III
K02314,-0.884816738,0.001244325,0.210851965,0.1836371,I_III
K02315,0.069570394,0.973079247,0.550771517,0.570569737,I_III
K02316,-0.465719221,0.099281089,0.263271407,0.150331543,I_III
K02317,,,-0.323027106,0.677497934,I_III
K02327,,,-0.463504826,0.54844711,I_III
K02334,2.963117475,1.81E-05,3.476074089,0.000191691,I_III
K02335,-0.331250022,0.299673352,0.271119569,0.040456912,I_III
K02336,-0.118595088,0.904744679,-0.15901146,0.839421475,I_III
K02337,-0.242168765,0.377388449,0.278277327,0.054938778,I_III
K02338,-0.573814952,0.031057281,0.549259913,0.009654397,I_III
K02339,-0.557431226,0.383930719,-0.459449791,0.567459386,I_III
K02340,1.554960048,0.000444122,2.049602643,5.51E-17,I_III
K02341,0.01701122,0.98561348,0.399878118,0.025442171,I_III
K02342,0.90185133,0.104107618,1.031111439,6.40E-06,I_III
K02343,-0.003129438,0.997386749,0.220377652,0.245957954,I_III
K02344,-0.305905957,0.681659633,-0.498380291,0.528629418,I_III
K02346,-0.39665895,0.399806075,0.273516982,0.138992182,I_III
K02347,-0.184270634,0.838862873,-1.721355964,0.065284847,I_III
K02348,3.666591391,8.65E-06,4.687461471,1.02E-11,I_III
K02352,-0.181584607,0.841447522,-1.88265532,0.036571121,I_III
K02355,-0.310062022,0.102812463,-0.041504023,0.730200184,I_III
K02356,-0.723262166,0.005028577,0.202250589,0.176208607,I_III
K02357,-0.29515932,0.217593725,0.079934208,0.625837885,I_III
K02358,-0.65924606,0.000891232,-0.513160867,0.002743662,I_III
K02361,-0.954970171,0.344310537,-2.240698266,0.035166946,I_III
K02362,,,-0.379917825,0.630905952,I_III
K02363,-0.227683324,0.792371858,-0.303695654,0.709084034,I_III
K02364,0.160181143,0.897731926,-0.468071908,0.662649589,I_III
K02371,0.991326721,0.283661259,4.149742856,5.24E-12,I_III
K02372,0.395784091,0.767949333,4.063320409,6.68E-05,I_III
K02377,-1.568278802,0.100780179,-2.644592854,0.011714649,I_III
K02379,-0.080100279,0.943496691,-2.657028067,0.004371001,I_III
K02380,-0.723188982,0.312240479,-1.715678661,0.034591677,I_III
K02381,-0.260701484,0.756622402,-1.282121823,0.205771909,I_III
K02385,-0.097416427,0.936153609,-0.486129692,0.536640362,I_III
K02386,-0.018808684,0.988254125,-0.098325087,0.886385224,I_III
K02387,-0.561231259,0.600688647,-1.229692932,0.200437129,I_III
K02388,-0.212602236,0.871401813,-1.331730265,0.175481206,I_III
K02389,-0.647975614,0.605945138,-1.691225226,0.112322009,I_III
K02390,-0.670522997,0.677421053,-2.273496384,0.057361739,I_III
K02391,,,-0.417069419,0.607929427,I_III
K02392,-1.213242099,0.413992241,-1.618244751,0.186767351,I_III
K02393,0.049289371,0.967216107,-0.526208011,0.51563064,I_III
K02394,0.013738895,0.993164403,-0.210860063,0.778604755,I_III
K02395,0.077537115,0.968303379,-0.636395452,0.546629224,I_III
K02396,-1.98029824,0.10714337,-1.975431131,0.168506824,I_III
K02397,-1.297840921,0.302811037,-2.042760569,0.100746728,I_III
K02398,-0.211861119,0.925807144,-1.439392081,0.109714653,I_III
K02400,-0.85822509,0.5300242,-2.289313369,0.087040827,I_III
K02401,-0.718760526,0.482227148,-2.160674801,0.063457172,I_III
K02402,,,-0.289489191,0.707352371,I_III
K02404,-0.970991595,0.335855128,-1.38901671,0.19132664,I_III
K02405,-0.708886052,0.5414134,-2.070221287,0.047014948,I_III
K02406,-0.534765972,0.72038068,-2.198433774,0.277067898,I_III
K02407,-0.594191451,0.759579197,-2.047996058,0.13428741,I_III
K02408,-0.153269876,0.919103297,-1.375467476,0.178104985,I_III
K02409,-0.903738973,0.496611931,-1.757845201,0.168036873,I_III
K02410,-1.033990044,0.400893244,-1.817249274,0.130096013,I_III
K02411,-0.504085311,0.724068391,-1.481388252,0.181015317,I_III
K02412,-1.716999465,0.119265724,-1.709763531,0.178066351,I_III
K02413,-0.44893725,0.648376837,-1.284254492,0.210508674,I_III
K02414,-1.525057866,0.239554405,-1.061725363,0.373439147,I_III
K02415,,,-0.414754262,0.603102206,I_III
K02416,-0.811254127,0.530538612,-1.978902828,0.075625786,I_III
K02417,-1.071027006,0.435690903,-2.015361644,0.084121249,I_III
K02419,-1.265823444,0.24194219,-1.754820448,0.103781188,I_III
K02420,0.074725544,0.944317649,-0.763036788,0.374082965,I_III
K02421,-0.230994915,0.811535209,-1.65255984,0.11875476,I_III
K02422,-0.747147487,0.632892591,-1.536794732,0.130841607,I_III
K02424,-0.260372504,0.751554594,-0.562802426,0.469205187,I_III
K02425,,,-0.652166104,0.389805069,I_III
K02426,-1.556282498,0.044712503,-2.611986852,0.00568421,I_III
K02427,-0.506442501,0.484906427,-0.249462344,0.748148982,I_III
K02428,-1.381783125,0.16397942,-2.356984904,0.011166341,I_III
K02429,-1.572820176,0.082310656,-3.341323041,0.000986709,I_III
K02430,-0.491570079,0.650637293,-1.000596992,0.223480449,I_III
K02431,-1.541892837,0.023452152,-4.712573991,2.39E-07,I_III
K02433,-0.394467334,0.247773772,0.142570263,0.522294977,I_III
K02434,0.324458394,0.277876053,-0.111798529,0.572336929,I_III
K02435,-2.106318139,3.76E-05,-3.78394092,1.44E-19,I_III
K02436,-0.797160463,0.247773772,-2.417993972,0.018810934,I_III
K02437,-0.910994025,0.427609034,-1.503719788,0.077196201,I_III
K02438,-3.158159121,0.000871064,-2.952267448,0.003298124,I_III
K02439,,,-0.332475494,0.655590794,I_III
K02440,-1.523694698,0.004248099,-0.238746313,0.254724511,I_III
K02441,-0.575118227,0.377388449,-0.394303652,0.636949152,I_III
K02442,,,-0.179578442,0.802645063,I_III
K02443,-0.522030518,0.519027636,-1.595132007,0.095790136,I_III
K02444,-3.894036242,2.01E-07,-6.729925066,1.46E-18,I_III
K02445,-1.993365811,0.045671211,-2.250346235,0.009840471,I_III
K02446,-1.707411497,0.071801808,-3.536180288,0.000443287,I_III
K02450,,,-0.253890742,0.747790443,I_III
K02452,0.066553351,0.953881252,-0.157552916,0.841040465,I_III
K02453,-0.878967706,0.18026003,-2.732928434,0.002442963,I_III
K02454,-0.106108446,0.930080587,-2.94547641,0.003727451,I_III
K02455,-0.143960277,0.866405133,-0.869391236,0.330961848,I_III
K02456,-0.160576742,0.859118657,-0.279538827,0.726272505,I_III
K02457,,,-0.17237102,0.823462254,I_III
K02458,,,-0.272307889,0.722003485,I_III
K02459,,,-0.04021475,0.957668274,I_III
K02460,,,-0.186963437,0.817357482,I_III
K02461,-0.320891507,0.670868987,-0.03536243,0.963390913,I_III
K02462,,,-0.48704874,0.555164165,I_III
K02464,,,-0.514387102,0.512029296,I_III
K02467,,,-0.246728699,0.747790443,I_III
K02468,-0.247127256,0.750943458,-0.742971104,0.335244339,I_III
K02469,-1.446330825,2.41E-10,0.035977718,0.825387118,I_III
K02470,-0.634150862,0.001392476,0.144067893,0.46058708,I_III
K02471,-0.767890059,0.158573619,-1.61436665,0.020876155,I_III
K02472,-0.89389726,0.388649543,-1.793579551,0.102200496,I_III
K02474,-0.802530989,0.554001699,-0.503756108,0.679615629,I_III
K02475,0.013658035,0.99318461,-1.016872265,0.290584222,I_III
K02476,0.115799449,0.907077485,-3.405609878,0.000387259,I_III
K02477,-1.611112078,0.021358559,-2.555154567,0.014997938,I_III
K02478,-1.146268765,0.252663856,-1.945144768,0.068268234,I_III
K02479,-2.185388626,0.008742621,-2.540926955,0.000576133,I_III
K02480,-0.18372489,0.847602196,-2.02560959,0.028320441,I_III
K02481,-1.975046374,0.039996317,-2.846874078,0.007024858,I_III
K02482,-0.210038225,0.796722451,-0.695156741,0.360474496,I_III
K02483,-0.597514626,0.032400007,-0.155434606,0.469147022,I_III
K02484,-3.186741635,6.78E-05,-3.275064251,0.000140758,I_III
K02485,-0.468923429,0.544153609,-0.068553947,0.927051285,I_III
K02488,-1.409106188,0.111125667,-1.766099674,0.189522913,I_III
K02492,-2.527486603,0.001868579,-2.93003318,0.002045594,I_III
K02493,-0.547368436,0.277876053,0.267506471,0.128982829,I_III
K02494,,,-0.394948505,0.610545635,I_III
K02495,-2.798032471,7.63E-05,-3.292103542,2.90E-06,I_III
K02496,-0.495877798,0.514605607,-0.428191486,0.618777596,I_III
K02497,,,-1.353241865,0.083898047,I_III
K02498,-0.473092072,0.528930672,-0.445535322,0.608356633,I_III
K02499,-2.496680446,0.007629913,-2.874086356,0.002479556,I_III
K02500,-1.605910864,0.043589878,-1.422822972,0.156173478,I_III
K02501,-0.728827352,0.390909271,-0.995317978,0.366295437,I_III
K02502,-0.079473711,0.941584295,-0.544390257,0.498130074,I_III
K02503,1.566518363,0.000167629,0.139232162,0.450381079,I_III
K02504,-0.001622238,0.998435734,-0.391905306,0.645081134,I_III
K02505,,,-0.348791866,0.677567432,I_III
K02507,-1.25786344,0.058563393,-1.994247501,0.029160685,I_III
K02509,,,0.243434364,0.807422772,I_III
K02510,-0.009687643,0.9969225,-0.736146345,0.4208013,I_III
K02511,,,-0.504915602,0.516432215,I_III
K02517,-3.980436402,7.21E-07,-3.476202685,0.000579833,I_III
K02518,-1.113077652,7.20E-07,-0.665426023,0.001206571,I_III
K02519,0.079805024,0.838776869,-0.194285741,0.066053008,I_III
K02520,0.437895475,0.047582888,-0.043718299,0.789648742,I_III
K02521,-0.754169498,0.339348099,-1.584005897,0.077173119,I_III
K02523,-2.26483609,0.016253882,-2.402503567,0.02641881,I_III
K02525,-0.598823022,0.522871922,-2.591489415,0.010095706,I_III
K02526,-0.91547756,0.264049392,-4.631575979,5.31E-07,I_III
K02527,-1.819158738,0.040356785,-3.020126085,0.003540553,I_III
K02528,-0.240990709,0.689024449,0.241825915,0.11195376,I_III
K02529,-0.299399495,0.229268009,0.607521958,0.018665562,I_III
K02530,-3.183861125,0.000441787,-2.290833068,0.002118197,I_III
K02531,0.332304551,0.824214016,1.376206278,0.219134176,I_III
K02532,-0.549404099,0.500879995,-0.35217812,0.788774417,I_III
K02533,-0.092283453,0.93510422,-0.377352618,0.651088258,I_III
K02535,-1.833085572,0.041239761,-3.013405573,0.006877535,I_III
K02536,-2.837342025,8.47E-05,-2.946670737,0.005802251,I_III
K02538,-1.924064459,0.017849597,-2.413111808,0.016640103,I_III
K02543,0.063686271,0.953421529,,,I_III
K02545,0.003905451,0.99788857,-1.709392913,0.079263623,I_III
K02547,,,-0.787138219,0.303438658,I_III
K02548,1.985777885,0.004671807,3.9068783,1.77E-17,I_III
K02549,-1.511244269,0.077947149,-2.709458697,0.003452725,I_III
K02550,,,-0.280356062,0.735394866,I_III
K02551,-2.656999364,0.00097131,-3.19117853,0.003003067,I_III
K02552,-1.279120356,0.185664446,-1.723605771,0.124363331,I_III
K02553,-0.615232807,0.383797159,-0.875982607,0.284605542,I_III
K02554,,,-0.709218097,0.352039,I_III
K02556,-1.15897055,0.228804744,-1.87167695,0.100678408,I_III
K02557,-2.26531515,0.00316348,-3.193811371,0.005693103,I_III
K02558,0.005237125,0.997505399,-0.589665031,0.481895139,I_III
K02560,-0.398271852,0.569212969,-0.182121363,0.814384083,I_III
K02562,-0.331512506,0.675243288,-0.224829887,0.766816259,I_III
K02563,-1.47094077,5.49E-05,-0.341697488,0.008856548,I_III
K02564,-0.003928011,0.997505399,0.30659677,0.223558007,I_III
K02565,-1.812797841,0.048548901,-4.003622792,0.000120297,I_III
K02566,-0.547331416,0.64149745,-1.365545747,0.235815345,I_III
K02567,-1.063808798,0.09737765,-0.448259785,0.602755919,I_III
K02568,,,-0.2634321,0.728919797,I_III
K02569,-0.572102668,0.367579795,-0.226715951,0.763498326,I_III
K02570,-0.507992002,0.479646982,-0.535092332,0.485508231,I_III
K02572,-0.375061451,0.607290355,-0.323089075,0.675350737,I_III
K02573,-0.297072499,0.674500909,-0.306912194,0.689889076,I_III
K02574,-1.072047599,0.146886472,-2.084572045,0.028996094,I_III
K02575,-0.65932941,0.571960852,-1.337923174,0.174903688,I_III
K02584,-0.086078132,0.945777533,-1.093199483,0.395881365,I_III
K02586,-0.137569176,0.906263979,-1.862580885,0.01269511,I_III
K02587,-0.626387161,0.605461887,-3.667348689,0.000169073,I_III
K02588,-1.702466225,0.035447207,-2.383654355,0.015046644,I_III
K02591,,,-0.540357274,0.472555344,I_III
K02594,-0.103091351,0.920855498,-0.578513768,0.604618774,I_III
K02598,-0.883435999,0.175039298,-2.435711688,0.004622951,I_III
K02600,-0.58483841,0.010354449,-0.081189158,0.548611546,I_III
K02601,-1.332682733,0.001088389,0.134109865,0.35565902,I_III
K02614,-0.456186724,0.570968486,-1.86684842,0.033452031,I_III
K02619,-1.491956955,0.069369119,-2.272930659,0.019371363,I_III
K02621,-0.358705602,0.377388449,0.298470421,0.293930205,I_III
K02622,-0.570789502,0.138732223,-0.097637199,0.701569179,I_III
K02623,0.113248452,0.909366223,-0.025134076,0.971925966,I_III
K02624,-0.431750105,0.671372721,-0.608442021,0.49400699,I_III
K02626,-0.687150415,0.273047755,-0.605423824,0.52984329,I_III
K02647,-0.945600563,0.408283997,-3.318069544,0.002013227,I_III
K02650,0.149800672,0.877485439,-1.168972187,0.129309661,I_III
K02652,-0.810652643,0.402305375,-3.282023749,0.002391025,I_III
K02653,-0.525169021,0.582224044,-3.252899306,0.001718772,I_III
K02654,-0.583946474,0.351412412,-3.956739159,1.26E-05,I_III
K02657,0.157033947,0.861978702,-0.387314069,0.646363539,I_III
K02662,-0.010879767,0.995414294,-0.734985215,0.498469365,I_III
K02666,-0.493581142,0.471849918,-1.727418935,0.009924064,I_III
K02667,-0.146962973,0.904283007,-2.722330429,0.000598487,I_III
K02669,-0.403110999,0.667689614,-3.305209297,0.000551761,I_III
K02674,-0.301118576,0.708495609,,,I_III
